recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-803EEC7543CB,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S002,,,guideline_generic,General Coronary Revascularization,Surgical ablation concomitant with procedures without a structural indication for left atriotomy inherently different because added procedural surgical decision making is required,,,,,,,,,,,,,a structural indication for left atriotomy inherently different because added procedural surgical decision making is required,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.7 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,exclusion:a structural indication for left atriotomy inherently different because added procedural surgical decision making is required,,,,,,,a structural indication for left atriotomy inherently different because added procedural surgical decision making is required,,,exclusion:a structural indication for left atriotomy inherently different because added procedural surgical decision making is required [absent],,,a structural indication for left atriotomy inherently different because added procedural surgical decision making is required,
GR-80ABC23DD385,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S032,,,guideline_generic,General Coronary Revascularization,"The addition of surgical ablation to any concomitant, nonemergent nonmitral cardiac surgery procedure can be considered safe based on currently available evidence",,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.8 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The addition of surgical ablation to any concomitant, nonemergent nonmitral cardiac surgery procedure can be considered",,,,,,,,,,,,,,
GR-83C87D2C0710,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S017,,,guideline_generic,General Coronary Revascularization,"III C Recommendations for concomitant left atrial appendage management Left atrial appendage obliteration for atrial fibrillation is recommended for all first-time nonemergent cardiac surgery procedures, with or without concomitant surgical ablation, to reduce morbidity from thromboembolic complications",,,,,,,,,,,reduce morbidity from thromboembolic complications,,concomitant surgical ablation,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.2 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:reduce morbidity from thromboembolic complications; exclusion:concomitant surgical ablation,,,,,,,concomitant surgical ablation,,,exclusion:concomitant surgical ablation [absent],is recommended,,concomitant surgical ablation,reduce morbidity from thromboembolic complications
GR-86126EDCA1AB,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S012,,,guideline_generic,General Coronary Revascularization,Wyler von Ballmoos and colleagues2 must be congratulated for tackling such an important topic,,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.20 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Wyler von Ballmoos and colleagues2 must be congratulated for tackling such an important topic,,,,,,,,,,,,,,
GR-9065C0F447AC,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S037,,,guideline_generic,General Coronary Revascularization,"For patients with symptomatic valve disease and atrial fibrillation, who are deemed of low to intermediate surgical risk, surgical valve repair or replacement with concomitant surgical ablation and left atrial appendage occlusion is reasonable over isolated transcatheter valve repair or replacement alone to restore sinus rhythm and improve long-term outcomes",symptomatic valve disease and atrial fibrillation,,symptomatic,intermediate,,,,,,isolated transcatheter valve repair or replacement alone to restore sinus rhythm and improve long-term outcomes,,valve disease and atrial fibrillation,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.13 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.66,recommendation-language; population-extracted; source-locator; clinical-entities,population:symptomatic valve disease and atrial fibrillation; comparator:isolated transcatheter valve repair or replacement alone to restore sinus rhythm and improve long-term outcomes; condition:valve disease and atrial fibrillation,symptomatic valve disease and atrial fibrillation; valve disease and atrial fibrillation,symptomatic valve disease and atrial fibrillation,symptomatic,,,,,,valve disease and atrial fibrillation,population:symptomatic valve disease and atrial fibrillation [eq] | clinical_state:symptomatic [eq] | condition:valve disease and atrial fibrillation [contains],is reasonable,valve disease and atrial fibrillation,,
GR-997DE4DBC86A,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S033,,,guideline_generic,General Coronary Revascularization,Surgeons should be aware that incomplete lesion sets can be proarrhythmic and have been implicated in the induction of atypical macro-reentrant atrial flutter,,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.9 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Surgeons should be aware that incomplete lesion sets can be proarrhythmic and have been implicated in the induction of a,,,,,,,,,,,,,,
GR-9FE95A1E95D9,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S013,,,guideline_generic,General Coronary Revascularization,"From 30% to 50% of patients undergoing surgical or transcatheter aortic valve replacement present with atrial fibrillation, which has been associated with a worse prognosis after the valve replacement, including worse procedural outcomes, bleeding events, and The Society of Thoracic Surgeons 2023 Clinical Practice Guidelines for the Surgical Treatment of Atrial Fibrillation Recommendations Recommendations Recommendations for mitral valve operations Surgical ablation for atrial fibrillation is recommended for first-time nonemergent concomitant mitral operations to restore sinus rhythm and improve long-term outcomes",,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.2 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:From 30% to 50% of patients undergoing surgical or transcatheter aortic valve replacement present with atrial fibrillati,,,,,,,,,,,is recommended,,,
GR-A06B99FD0539,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S028,,,guideline_generic,General Coronary Revascularization,"I A At the time of concomitant cardiac operations in patients with atrial fibrillation, it is reasonable to surgically manage the left atrial appendage for longitudinal thromboembolic morbidity prevention",,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:I A At the time of concomitant cardiac operations in patients with atrial fibrillation, it is reasonable to surgically m",,,,,,,,,,,is reasonable,,,
GR-A6445CD425AE,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S024,,,guideline_generic,General Coronary Revascularization,"I A Recommendations for operations other than mitral valve surgery: Surgical ablation for atrial fibrillation can be performed without additional operative risk of mortality or major morbidity and is recommended at the time of concomitant isolated aortic valve replacement, isolated coronary artery bypass graft surgery, and aortic valve replacement plus coronary artery bypass graft operations to restore sinus rhythm",,,,,,,,,,,,,additional operative risk of mortality or major morbidity and is recommended at the time of concomitant isolated aortic valve replacement,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,exclusion:additional operative risk of mortality or major morbidity and is recommended at the time of concomitant isolated aortic valve replacement,,,,,,,additional operative risk of mortality or major morbidity and is recommended at the time of concomitant isolated aortic valve replacement,,,exclusion:additional operative risk of mortality or major morbidity and is recommended at the time of concomitant isolated aortic valve replacement [absent],is recommended,,additional operative risk of mortality or major morbidity and is recommended at the time of concomitant isolated aortic valve replacement,
GR-AAD7797A2271,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S042,,,guideline_generic,General Coronary Revascularization,"AF affects the long-term outcomes of our patients, and as surgeons, we must be advocates and leaders in the treatment of this important disease process",,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.20 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:AF affects the long-term outcomes of our patients, and as surgeons, we must be advocates and leaders in the treatment of",,,,,,,,,,,,,,
GR-B0B11D4B2FC8,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S009,,,guideline_generic,Heart Team,"Although the benefits of restoration of sinus rhythm and/or left atrial appendage occlusion may not outweigh the risk of surgery in certain populations that are at high risk for surgical treatment or have a short life expectancy, consideration for a surgical treatment plan of the valve pathology, along with surgical ablation and left atrial appendage occlusion, should be part of every heart team discussion with all patients presenting with atrial fibrillation and structural heart disease",,,,high risk,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.13 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Although the benefits of restoration of sinus rhythm and/or left atrial appendage occlusion may not outweigh the risk of,,,,,,,,,,,,,,
GR-B1D5D38A198F,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S018,,,guideline_generic,General Coronary Revascularization,"I A Recommendations regarding stand-alone left atrial appendage management Isolated surgical left atrial appendage obliteration may be considered in patients with longstanding persistent atrial fibrillation, a high stroke risk, and contraindications for or failure of long-term oral anticoagulation",,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.2 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:I A Recommendations regarding stand-alone left atrial appendage management Isolated surgical left atrial appendage oblit,,,,,,,,,,,may be considered,,,
GR-BDDE4DCE77C4,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S031,,,guideline_generic,General Coronary Revascularization,Surgical ablation concomitant with procedures without a structural indication for left atriotomy is inherently different because added procedural surgical decision making is required,,,,,,,,,,,,,a structural indication for left atriotomy is inherently different because added procedural surgical decision making is required,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.7 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,exclusion:a structural indication for left atriotomy is inherently different because added procedural surgical decision making is required,,,,,,,a structural indication for left atriotomy is inherently different because added procedural surgical decision making is required,,,exclusion:a structural indication for left atriotomy is inherently different because added procedural surgical decision making is required [absent],,,a structural indication for left atriotomy is inherently different because added procedural surgical decision making is required,
GR-C09D88B5D9E7,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S026,,,guideline_generic,General Coronary Revascularization,I B-NR Recommendations for concomitant left atrial appendage management: It is reasonable to perform left atrial appendage excision or exclusion in conjunction with surgical ablation for atrial fibrillation for longitudinal thromboembolic morbidity prevention,,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:I B-NR Recommendations for concomitant left atrial appendage management: It is reasonable to perform left atrial appenda,,,,,,,,,,,is reasonable,,,
GR-C469530A0946,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S011,,,guideline_generic,Heart Team,Multidisciplinary heart team assessment treatment planning as well as long-term follow-up using periodic continuous electrocardiographic monitoring for rhythm assessment are recommended to optimize patient outcomes,,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.14 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Multidisciplinary heart team assessment treatment planning as well as long-term follow-up using periodic continuous elec,,,,,,,,,,,,,,
GR-D2FDCE2CB9B4,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S003,,,guideline_generic,General Coronary Revascularization,Surgical ablation for atrial fibrillation is recommended for any first-time nonemergent concomitant nonmitral operation to restore sinus rhythm and improve long-term outcomes,,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.8 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Surgical ablation for atrial fibrillation is recommended for any first-time nonemergent concomitant nonmitral operation,,,,,,,,,,,is recommended,,,
GR-D6F6DC8AD034,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S027,,,guideline_generic,General Coronary Revascularization,"IIa C Left atrial appendage obliteration for atrial fibrillation is recommended for all first-time nonemergent cardiac surgery procedures, with or without concomitant surgical ablation, to reduce morbidity from thromboembolic complications",,,,,,,,,,,reduce morbidity from thromboembolic complications,,concomitant surgical ablation,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:reduce morbidity from thromboembolic complications; exclusion:concomitant surgical ablation,,,,,,,concomitant surgical ablation,,,exclusion:concomitant surgical ablation [absent],is recommended,,concomitant surgical ablation,reduce morbidity from thromboembolic complications
GR-D8DF6CA80057,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S023,,,guideline_generic,General Coronary Revascularization,I A Surgical ablation for atrial fibrillation is recommended for first-time nonemergent concomitant mitral operations to restore sinus rhythm and improve long-term outcomes,,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:I A Surgical ablation for atrial fibrillation is recommended for first-time nonemergent concomitant mitral operations to,,,,,,,,,,,is recommended,,,
GR-E54924A8299B,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S038,,,guideline_generic,General Coronary Revascularization,"A good followup is essential,182 and at least periodic 24-hour Holter monitoring should be routine",,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.14 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:A good followup is essential,182 and at least periodic 24-hour Holter monitoring should be routine",,,,,,,,,,,,,,
GR-EA63A9EBCE8F,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S035,,,guideline_generic,General Coronary Revascularization,Complete left atrial appendage obliteration is recommended in all surgical ablation subsets,,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.10 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Complete left atrial appendage obliteration is recommended in all surgical ablation subsets,,,,,,,,,,,is recommended,,,
GR-F095EC04CAD4,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S020,,,guideline_generic,Heart Team,"IIa B-NR Recommendations for all patients with atrial fibrillation Multidisciplinary heart team assessment and treatment planning as well as long-term follow-up using periodic continuous electrocardiographic monitoring for rhythm assessment, are recommended to optimize patient outcomes",,,,,,,,,,,,,,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.2 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:IIa B-NR Recommendations for all patients with atrial fibrillation Multidisciplinary heart team assessment and treatment,,,,,,,,,,,,,,
GR-F80FC942F848,STS-SURGICAL-ATRIAL-FIBRILLATION-2023:S005,,,guideline_generic,General Coronary Revascularization,Surgical ablation for symptomatic persistent or longstanding persistent atrial fibrillation in the absence of structural heart disease is reasonable as a stand-alone procedure using the Cox maze III/IV lesion set as the preferred procedure,,,symptomatic,,,,,,,,,,structural heart disease is reasonable as a stand-alone procedure using the Cox maze III/IV lesion set as the preferred procedure,,,2026-04-27T15:25:56.269124+00:00,,Cardiologia,Arritmias,p.10 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,exclusion:structural heart disease is reasonable as a stand-alone procedure using the Cox maze III/IV lesion set as the preferred procedure,,,symptomatic,,,,structural heart disease is reasonable as a stand-alone procedure using the Cox maze III/IV lesion set as the preferred procedure,,,clinical_state:symptomatic [eq] | exclusion:structural heart disease is reasonable as a stand-alone procedure using the Cox maze III/IV lesion set as the preferred procedure [absent],is reasonable,,structural heart disease is reasonable as a stand-alone procedure using the Cox maze III/IV lesion set as the preferred procedure,
